model,validation,n_records,n_features,R2,MAE_um,RMSE_um
GBR-500,full_fit_apparent,760,38,0.9945551038009878,1.5639620874908138,2.0398917578887166
GBR-500,random_5fold_manual,760,38,0.7354594255826372,6.698164924285853,14.21865337108199
